City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
466,Ukiah,US,39.1502,-123.2078,57.43,47,0,3.44,clear sky
467,Harper,LR,4.375,-7.7169,78.66,83,73,5.12,light rain
468,Kochevo,RU,59.5994,54.3125,14.05,94,100,7.36,overcast clouds
469,Skorodnoye,RU,51.071,37.2276,15.69,97,63,8.12,broken clouds
470,Kenai,US,60.5544,-151.2583,29.03,92,100,0.0,overcast clouds
471,Vostok,RU,46.4856,135.8833,-1.64,86,100,4.47,overcast clouds
472,Toora-Khem,RU,52.4675,96.11,-16.67,100,96,2.01,overcast clouds
473,Estelle,US,29.8458,-90.1067,39.2,78,100,16.11,overcast clouds
474,Batticaloa,LK,7.7102,81.6924,74.79,78,95,3.4,overcast clouds
475,Simpang Empat,MY,4.95,100.6333,82.4,74,13,2.59,few clouds
476,Buchanan,LR,5.8808,-10.0467,78.57,85,25,4.79,scattered clouds
477,Lorut,AM,40.9372,44.7714,24.91,84,98,3.0,overcast clouds
478,Halvad,IN,23.0167,71.1833,59.09,76,0,6.76,clear sky
479,Bergama,TR,39.1207,27.1805,33.93,66,1,2.71,clear sky
480,Pisco,PE,-13.7,-76.2167,66.25,82,0,9.22,clear sky
481,Omsukchan,RU,62.5333,155.8,-11.85,80,7,8.12,clear sky
482,Jieshi,CN,22.8134,115.8257,52.95,70,71,10.16,broken clouds
483,Passo De Camaragibe,BR,-9.2368,-35.4901,76.55,82,6,3.0,clear sky
484,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.47,98,100,3.8,moderate rain
485,Fergus Falls,US,46.283,-96.0776,-7.53,71,0,0.0,clear sky
486,Te Anau,NZ,-45.4167,167.7167,63.09,40,5,4.81,clear sky
487,Yevlax,AZ,40.6089,47.1492,44.82,40,97,30.4,overcast clouds
488,Skjervoy,NO,70.0311,20.9714,23.16,68,59,22.48,broken clouds
489,Paysandu,UY,-32.3214,-58.0756,75.6,61,100,5.82,overcast clouds
490,Atar,MR,20.5169,-13.0499,69.13,12,30,5.41,scattered clouds
491,Iquitos,PE,-3.7481,-73.2472,75.24,100,20,2.3,few clouds
492,Weligama,LK,5.9667,80.4167,74.25,85,41,4.14,scattered clouds
493,Muswellbrook,AU,-32.2667,150.9,74.25,50,86,12.97,overcast clouds
494,Pochutla,MX,15.7432,-96.4661,78.82,73,0,5.12,clear sky
495,Nanakuli,US,21.3906,-158.1547,79.45,64,20,9.22,few clouds
496,Porto Novo,BJ,6.4965,2.6036,76.06,88,0,3.94,clear sky
497,Fuente De Oro,CO,3.4594,-73.6128,82.24,53,100,1.07,overcast clouds
498,Puerto Escondido,MX,15.85,-97.0667,79.63,73,0,0.0,clear sky
499,Hayrabolu,TR,41.2131,27.1069,31.46,83,6,5.79,clear sky
500,Kolobovo,RU,56.702,41.3417,4.12,97,46,6.42,scattered clouds
501,Cap Malheureux,MU,-19.9842,57.6142,79.47,82,99,11.01,overcast clouds
502,Shimoda,JP,34.6667,138.95,45.1,54,9,29.1,clear sky
503,Killybegs,IE,54.6333,-8.45,41.45,77,100,23.8,overcast clouds
504,Gualaco,HN,15.05,-86.05,82.24,89,63,3.0,broken clouds
505,Myitkyina,MM,25.3833,97.4,61.36,60,100,1.25,overcast clouds
506,Sinnamary,GF,5.3833,-52.95,76.3,88,94,8.55,overcast clouds
507,Los Llanos De Aridane,ES,28.6585,-17.9182,58.75,84,0,7.0,clear sky
508,Koosa,EE,58.5255,27.0795,24.94,95,100,14.79,light snow
509,Onomichi,JP,34.4167,133.2,38.17,41,77,18.05,broken clouds
510,Limoges,FR,45.75,1.3333,44.24,87,100,9.22,overcast clouds
511,Turukhansk,RU,65.8167,87.9833,12.6,94,100,13.27,light snow
512,Rabak,SD,13.1809,32.74,65.82,16,30,15.21,scattered clouds
513,Sunbury,AU,-37.5833,144.7333,79.12,49,20,4.0,few clouds
514,Buraydah,SA,26.326,43.975,53.98,36,0,10.22,clear sky
515,Satinka,RU,52.3792,41.6819,12.15,96,99,9.57,overcast clouds
516,Kawalu,ID,-7.3817,108.2082,78.17,82,99,0.85,overcast clouds
517,Pakruojis,LT,55.9667,23.8667,34.59,98,100,16.22,overcast clouds
518,Illapel,CL,-31.6308,-71.1653,69.51,59,0,2.35,clear sky
519,Banepa,NP,27.6298,85.5214,39.52,100,100,0.0,drizzle
520,Tilichiki,RU,60.4667,166.1,-1.64,73,100,9.46,overcast clouds
521,Kharan,PK,28.5833,65.4167,51.85,17,0,4.05,clear sky
522,Tazovskiy,RU,67.4667,78.7,6.89,96,100,6.73,overcast clouds
523,Saint-Joseph,RE,-21.3667,55.6167,79.18,85,100,22.66,light rain
524,Pinega,RU,64.7001,43.3936,-6.34,100,99,5.1,overcast clouds
525,Akdagmadeni,TR,39.6603,35.8836,16.97,97,99,1.92,overcast clouds
526,Prescott,US,34.54,-112.4685,38.37,25,0,4.61,clear sky
527,Rosarito,MX,32.3333,-117.0333,63.03,26,4,11.34,clear sky
528,Mazagao,BR,-0.115,-51.2894,78.85,96,100,3.0,overcast clouds
529,Olafsvik,IS,64.8945,-23.7142,27.25,67,100,22.17,overcast clouds
530,Muskegon,US,43.3,-86.1334,17.46,82,100,9.22,mist
531,Qandala,SO,11.472,49.8728,73.45,52,0,2.15,clear sky
532,Port Keats,AU,-14.25,129.55,85.8,65,55,5.64,broken clouds
533,Ko Samui,TH,9.5357,99.9357,81.66,74,56,19.44,broken clouds
534,Sanmenxia,CN,34.7747,111.1814,35.1,40,99,3.18,overcast clouds
535,Baykit,RU,61.67,96.37,8.62,98,100,2.06,overcast clouds
536,Piney Green,US,34.716,-77.3202,67.26,93,100,12.66,light rain
537,Trairi,BR,-3.2778,-39.2689,75.87,91,100,7.18,overcast clouds
538,Havoysund,NO,70.9963,24.6622,18.48,77,100,23.31,overcast clouds
539,Khasan,RU,42.4308,130.6434,14.88,49,3,22.06,clear sky
540,Raga,SS,8.4596,25.678,69.46,18,79,8.37,broken clouds
541,Bari Sadri,IN,24.4167,74.4667,46.74,36,0,1.79,clear sky
542,Touros,BR,-5.1989,-35.4608,81.5,73,4,13.2,clear sky
543,Sampit,ID,-2.5333,112.95,81.46,83,100,2.08,overcast clouds
544,Amritsar,IN,31.6331,74.8656,44.55,100,100,4.61,fog
545,Uva,RU,56.9908,52.1852,25.47,96,100,5.48,snow
546,Ivankiv,UA,50.9386,29.8943,21.43,93,57,7.16,broken clouds
547,Dodoma,TZ,-6.1722,35.7395,63.12,98,100,4.61,light rain
548,Murowana Goslina,PL,52.5746,17.0093,41.23,95,100,25.68,light rain
549,Porosozero,RU,62.7191,32.727,12.07,89,100,12.57,light snow
550,Busayra,JO,30.7376,35.6078,39.2,94,100,15.64,overcast clouds
551,Binghamton,US,42.0987,-75.918,17.47,87,100,3.0,mist
552,Port Moresby,PG,-9.4431,147.1797,87.22,63,79,13.67,broken clouds
553,Glubczyce,PL,50.2009,17.8286,40.82,85,92,16.26,overcast clouds
554,Westport,US,41.1415,-73.3579,33.01,88,100,4.0,overcast clouds
555,Laguna,US,38.421,-121.4238,58.1,55,0,0.0,clear sky
556,Port-Gentil,GA,-0.7193,8.7815,79.43,80,53,8.7,broken clouds
557,Varhaug,NO,58.6147,5.6457,40.55,67,100,22.79,overcast clouds
558,Solnechnyy,RU,50.7214,136.6319,6.96,89,100,1.74,overcast clouds
559,Rawson,AR,-43.3002,-65.1023,59.59,57,86,19.06,overcast clouds
560,Clearwater,US,27.9659,-82.8001,72.41,83,0,5.01,clear sky
561,Hervey Bay,AU,-25.2986,152.8535,84.04,58,17,14.0,few clouds
562,Saint-Augustin,CA,51.226,-58.6502,-9.26,86,100,10.04,overcast clouds
563,Matiguas,NI,12.8373,-85.4622,71.58,68,8,5.61,clear sky
564,Kudahuvadhoo,MV,2.6708,72.8944,81.55,74,6,9.42,clear sky
565,Belozerskoye,RU,55.8214,65.5842,22.14,82,100,10.54,overcast clouds
566,Moose Factory,CA,51.2585,-80.6094,-10.73,97,100,3.36,overcast clouds
567,Markova,UA,48.6758,24.4138,24.33,85,91,6.15,overcast clouds
568,Santa Cruz De Tenerife,ES,28.4682,-16.2546,67.46,55,0,5.01,clear sky
569,Bulgan,MN,48.8125,103.5347,-1.5,85,4,3.87,clear sky
570,Huangmei,CN,30.1924,116.025,44.26,64,0,8.72,clear sky
571,Margate,GB,51.3813,1.3862,39.96,80,0,4.0,clear sky
572,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,54,75,13.42,broken clouds
573,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,69.35,94,0,4.99,clear sky
574,Yaan,NG,7.3833,8.5667,77.54,13,0,9.19,clear sky
575,Lata,PT,40.1629,-8.3327,47.05,96,80,1.7,broken clouds
576,Uvalde,US,29.3669,-99.767,38.14,41,0,6.91,clear sky
577,Nicholasville,US,37.8806,-84.573,25.09,86,75,6.91,broken clouds
578,Puerto Narino,CO,-3.7703,-70.3831,75.15,97,100,2.3,overcast clouds
579,Grafton,US,42.207,-71.6856,27.1,91,100,9.22,snow
580,Soubre,CI,5.7856,-6.6083,71.89,96,29,1.52,scattered clouds
581,Coxim,BR,-18.5067,-54.76,76.39,86,100,3.58,overcast clouds
582,Makaryev,RU,57.8797,43.8069,4.68,96,35,7.87,scattered clouds
583,Krasnoselkup,RU,65.7,82.4667,16.07,96,100,5.57,light snow
584,Esfahan,IR,32.6572,51.6776,37.04,65,0,7.27,clear sky
585,Rincon,US,32.296,-81.2354,66.11,95,100,12.66,moderate rain
586,Knysna,ZA,-34.0363,23.0471,61.63,82,1,6.22,clear sky
587,Villa Union,MX,23.2,-106.2333,68.92,63,0,6.91,clear sky
588,Ca Mau,VN,9.1769,105.15,84.54,55,59,16.04,broken clouds
589,Ucluelet,CA,48.9329,-125.5528,45.09,93,98,5.01,overcast clouds
590,Tibiri,NE,13.5627,7.0485,58.68,16,0,12.88,clear sky
591,Vardo,NO,70.3705,31.1107,22.21,92,100,31.85,light snow
592,Seidu,SL,9.0167,-10.6,67.62,19,5,0.51,clear sky
593,Hirara,JP,24.8,125.2833,62.65,67,100,24.11,overcast clouds
594,Mabai,CN,23.0128,104.4508,43.75,91,100,3.71,overcast clouds
595,Buta,CD,2.7858,24.73,74.8,53,100,2.1,overcast clouds
596,Trat,TH,12.5,102.5,83.25,57,53,14.45,broken clouds
597,Colgong,IN,25.2667,87.2167,56.68,91,97,6.55,overcast clouds
598,Great Yarmouth,GB,52.6083,1.7305,38.44,86,5,19.66,clear sky
599,Manokwari,ID,-0.8667,134.0833,83.35,69,100,8.52,overcast clouds
600,Vittorio Veneto,IT,45.9767,12.3033,42.69,85,97,1.59,overcast clouds
601,Jinchang,CN,38.4953,102.1739,17.22,40,100,4.79,overcast clouds
602,Maun,BW,-19.9833,23.4167,67.75,85,70,3.18,light rain
603,Kabale,UG,-1.2486,29.9899,58.32,85,100,2.66,overcast clouds
604,Avera,US,33.194,-82.5271,53.11,83,100,14.25,overcast clouds
605,La Carolina,ES,38.2756,-3.6153,52.72,57,100,1.72,overcast clouds
606,Tambovka,RU,50.0969,128.0489,2.91,96,99,5.59,overcast clouds
607,Moshenskoye,RU,58.5102,34.5911,1.67,100,100,4.92,overcast clouds
608,Omboue,GA,-1.5746,9.2618,77.0,84,88,5.88,overcast clouds
609,Arlit,NE,18.7369,7.3853,56.3,23,0,7.49,clear sky
610,Hobyo,SO,5.3505,48.5268,74.57,71,19,14.23,few clouds
611,Otukpo,NG,7.1913,8.1329,73.83,16,0,4.76,clear sky
612,Comodoro Rivadavia,AR,-45.8667,-67.5,53.46,76,0,5.75,clear sky
613,Lodja,CD,-3.4833,23.4333,67.28,94,100,2.44,overcast clouds
614,Nicoya,CR,10.1483,-85.452,80.15,72,15,9.37,few clouds
615,Bitung,ID,1.4451,125.1824,88.65,72,100,9.42,overcast clouds
616,Aden,YE,12.7794,45.0367,76.24,53,95,3.09,overcast clouds
617,Pangnirtung,CA,66.1451,-65.7125,-24.92,98,100,1.79,overcast clouds
618,Lazarev,RU,52.225,141.5131,7.45,85,100,13.42,overcast clouds
619,Yulara,AU,-25.2406,130.9889,80.04,21,0,11.32,clear sky
620,Shirokiy,RU,49.758,129.523,-8.01,92,100,4.05,overcast clouds
621,Bonga,ET,7.2833,36.2333,61.32,73,100,2.06,overcast clouds
622,Kurumkan,RU,54.3,110.3,-2.43,97,91,2.13,overcast clouds
623,Lagoa,PT,39.05,-27.9833,57.78,83,74,19.6,broken clouds
624,Skibbereen,IE,51.55,-9.2667,48.11,75,51,14.92,broken clouds
625,Victor Harbor,AU,-35.5667,138.6167,85.8,66,73,1.01,broken clouds
626,Shiringushi,RU,53.8485,42.7676,17.67,94,99,10.11,overcast clouds
627,Teruel,ES,40.6667,-0.6667,42.76,89,100,4.88,overcast clouds
628,Dabat,ET,12.9842,37.765,49.98,80,10,3.27,clear sky
629,Mahibadhoo,MV,3.7833,72.9667,81.52,70,16,9.24,few clouds
630,Aborlan,PH,9.4352,118.5492,79.39,85,97,13.8,overcast clouds
631,Dudinka,RU,69.4058,86.1778,-2.94,97,95,5.93,overcast clouds
632,Denpasar,ID,-8.65,115.2167,82.06,83,75,16.11,broken clouds
633,Cabedelo,BR,-6.9811,-34.8339,81.27,75,8,9.89,clear sky
634,Pucara,PE,-15.9803,-71.4606,37.9,71,34,6.26,scattered clouds
635,Kihei,US,20.785,-156.4656,83.46,71,40,14.97,scattered clouds
636,Price,US,39.5994,-110.8107,28.11,63,0,6.91,clear sky
637,Kuchinarai,TH,16.541,104.05,74.71,59,49,16.64,scattered clouds
638,Shestakovo,RU,56.4915,103.96,11.37,96,100,4.76,light snow
639,Astana,KZ,51.1801,71.446,-4.05,77,0,6.71,clear sky
640,Port Macquarie,AU,-31.4333,152.9167,75.88,60,98,14.85,overcast clouds
641,Stornoway,GB,58.2093,-6.3865,37.36,86,75,5.01,broken clouds
642,Quang Ngai,VN,15.1167,108.8,70.18,93,100,7.94,overcast clouds
643,Kaeo,NZ,-35.1,173.7833,76.32,87,48,12.64,scattered clouds
644,Bakchar,RU,57.0186,82.0711,17.53,81,100,10.87,overcast clouds
645,Neiafu,TO,-18.65,-173.9833,79.48,94,75,2.3,broken clouds
646,Kindu,CD,-2.95,25.95,68.18,99,100,3.15,overcast clouds
647,Yar-Sale,RU,66.8333,70.8333,1.67,99,94,5.61,overcast clouds
648,Itoman,JP,26.1247,127.6694,62.98,48,75,19.57,broken clouds
649,Niquelandia,BR,-14.4739,-48.4597,71.82,87,91,1.68,overcast clouds
650,Barkly West,ZA,-28.5354,24.5215,61.88,79,0,8.19,clear sky
651,Hojai,IN,26.0,92.8667,58.82,90,65,5.23,broken clouds
652,Gravdal,NO,68.1214,13.5031,27.21,76,78,19.73,broken clouds
653,Rocha,UY,-34.4833,-54.3333,66.07,96,21,3.78,few clouds
654,Santa Fe,AR,-31.6333,-60.7,77.02,77,84,1.99,broken clouds
655,Vite,IN,17.2833,74.55,63.45,47,12,4.34,few clouds
656,Uhlove,UA,44.8215,33.6045,31.57,85,92,4.7,light snow
657,Vila Franca Do Campo,PT,37.7167,-25.4333,59.2,78,100,9.15,overcast clouds
658,Narnaund,IN,29.2167,76.15,45.0,91,0,1.57,clear sky
659,Puerto Leguizamo,CO,-0.1934,-74.7819,72.64,96,53,0.56,very heavy rain
660,Kidal,ML,18.4411,1.4078,58.03,17,0,11.23,clear sky
661,Sederot,IL,31.525,34.5969,56.61,82,89,16.42,overcast clouds
662,Caucaia,BR,-3.7361,-38.6531,82.35,79,75,8.05,broken clouds
663,Canete,CL,-37.8,-73.4,55.62,91,99,7.4,overcast clouds
664,Batagay,RU,67.6333,134.6333,-34.37,97,53,1.12,broken clouds
665,Tooele,US,40.5308,-112.2983,28.35,80,0,0.0,clear sky
666,Pilar,BR,-9.5972,-35.9567,75.13,82,7,4.7,clear sky
667,Acajutla,SV,13.5928,-89.8275,78.8,77,36,7.61,scattered clouds
668,Gloucester,GB,51.8657,-2.2431,40.71,82,7,8.01,clear sky
669,Port Lincoln,AU,-34.7333,135.8667,71.98,63,6,11.23,clear sky
670,Kizukuri,JP,40.8061,140.3861,27.95,51,100,18.77,light snow
671,Sawakin,SD,19.1059,37.3321,67.39,51,0,12.77,clear sky
672,Mayna,RU,54.1135,47.6231,22.37,98,100,3.15,light snow
673,Hinton,CA,53.4001,-117.5857,24.84,85,48,7.54,scattered clouds
674,Agadir,MA,30.4202,-9.5982,59.45,50,100,9.19,overcast clouds
675,Tire,TR,38.0888,27.7351,33.31,68,0,4.83,clear sky
676,Grabouw,ZA,-34.1515,19.0151,62.26,78,0,13.35,clear sky
677,Kodinsk,RU,58.6881,99.1844,16.45,95,100,6.73,light snow
678,Santa Cruz De La Palma,ES,28.6835,-17.7642,62.74,67,0,3.44,clear sky
679,Englehart,CA,47.8169,-79.8664,-10.64,64,0,5.75,clear sky
680,Aykhal,RU,66.0,111.5,-25.71,100,90,5.23,overcast clouds
681,Angoche,MZ,-16.2325,39.9086,73.62,93,100,6.13,overcast clouds
682,Miaga,PH,12.2376,123.8167,77.54,86,100,15.08,overcast clouds
683,Sumbe,AO,-11.2061,13.8437,74.77,80,100,5.12,overcast clouds
684,Saint-Gaudens,FR,43.0833,0.6667,50.13,93,100,3.91,overcast clouds
685,Middelfart,DK,55.5059,9.7305,37.35,74,100,16.08,overcast clouds
686,Kedrovoye,RU,57.1576,60.5698,17.04,97,100,2.51,overcast clouds
687,Manzhouli,CN,49.6,117.4333,-0.13,84,99,8.97,overcast clouds
688,Paita,PE,-5.0892,-81.1144,71.78,81,37,13.24,scattered clouds
689,Sobolevo,RU,54.4299,31.8996,-1.08,100,100,6.44,overcast clouds
690,Bereda,ES,43.2686,-7.5406,49.41,100,100,5.03,overcast clouds
691,Aberdeen,GB,57.1437,-2.0981,36.66,71,11,8.05,few clouds
692,Javanrud,IR,34.7961,46.5172,35.24,94,99,3.76,snow
693,Saint-Louis,SN,16.3333,-15.0,74.21,9,0,8.79,clear sky
694,Hami,CN,42.8,93.45,23.79,35,100,1.81,overcast clouds
695,Dandong,CN,40.1292,124.3947,15.89,45,0,12.66,clear sky
696,Gualeguay,AR,-33.1416,-59.3097,69.85,82,98,5.44,overcast clouds
697,Andenes,NO,69.3143,16.1194,26.58,80,75,23.02,broken clouds
698,Rivadavia,AR,-33.1905,-68.4608,70.27,50,20,17.69,few clouds
699,Alofi,NU,-19.0595,-169.9187,76.89,94,100,8.05,overcast clouds
700,Ntchisi,MW,-13.5278,33.9149,58.98,89,100,5.5,overcast clouds
