City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Clouds,Wind Speed
274,Fare,PF,2022-02-04 01:41:56,-16.7,-151.0167,81.23,70,0,14.61
275,Eureka,US,2022-02-04 01:37:52,40.8021,-124.1637,50.61,85,2,5.99
276,Astorga,BR,2022-02-04 01:41:56,-23.2325,-51.6656,70.2,92,100,4.32
277,Inta,RU,2022-02-04 01:41:56,66.0317,60.1659,15.71,95,100,5.7
278,Souillac,MU,2022-02-04 01:38:40,-20.5167,57.5167,80.98,89,75,25.32
279,Bambari,CF,2022-02-04 01:41:57,5.768,20.6757,75.34,22,99,4.0
280,Pangkalanbuun,ID,2022-02-04 01:41:57,-2.6833,111.6167,83.07,73,96,2.91
281,East London,ZA,2022-02-04 01:41:57,-33.0153,27.9116,69.39,81,100,15.5
282,Sinnamary,GF,2022-02-04 01:41:58,5.3833,-52.95,76.68,89,100,9.98
283,Avera,US,2022-02-04 01:40:02,33.194,-82.5271,71.47,72,100,14.88
284,Lebowakgomo,ZA,2022-02-04 01:41:58,-24.2,29.5,72.5,64,26,2.75
285,Channel-Port Aux Basques,CA,2022-02-04 01:41:59,47.5702,-59.1367,32.25,99,100,11.1
286,Lasa,IT,2022-02-04 01:38:40,46.6166,10.7002,38.66,64,52,3.38
287,Pangody,RU,2022-02-04 01:37:26,65.85,74.4859,7.77,96,96,6.2
288,Parainen,FI,2022-02-04 01:41:59,60.3067,22.301,24.15,89,100,12.46
289,Byron Bay,AU,2022-02-04 01:42:00,-28.65,153.6167,78.75,84,78,20.65
290,Stryn,NO,2022-02-04 01:42:00,61.9045,6.7226,39.88,96,100,9.78
291,Touros,BR,2022-02-04 01:38:26,-5.1989,-35.4608,81.5,75,61,13.33
292,Ucluelet,CA,2022-02-04 01:42:00,48.9329,-125.5528,46.09,94,100,4.41
293,Mantua,IT,2022-02-04 01:42:01,45.1667,10.7833,46.27,90,67,1.99
294,Lebu,CL,2022-02-04 01:42:01,-37.6167,-73.65,59.76,92,17,12.68
295,Turan,VN,2022-02-04 01:42:01,16.0678,108.2208,69.78,78,75,1.14
296,Biak,ID,2022-02-04 01:42:02,-0.9131,122.8766,83.44,61,100,0.81
297,Ust-Ishim,RU,2022-02-04 01:42:02,57.6935,71.1665,24.64,95,100,12.17
298,Walvis Bay,NA,2022-02-04 01:42:02,-22.9575,14.5053,67.08,81,4,9.95
299,Aden,YE,2022-02-04 01:42:03,12.7794,45.0367,76.62,60,0,7.16
300,Baykit,RU,2022-02-04 01:42:03,61.67,96.37,11.86,97,100,3.56
301,Kondinskoye,RU,2022-02-04 01:42:03,59.6481,67.41,22.6,95,100,10.29
302,Coimbra,PT,2022-02-04 01:42:04,40.2056,-8.4195,50.09,96,99,0.94
303,Muroto,JP,2022-02-04 01:42:04,33.2833,134.15,46.44,51,82,5.64
304,Vardo,NO,2022-02-04 01:42:04,70.3705,31.1107,26.62,63,100,13.06
305,Niigata,JP,2022-02-04 01:41:15,37.9022,139.0236,37.92,64,75,16.11
306,Mandalgovi,MN,2022-02-04 01:42:05,45.7625,106.2708,5.47,69,50,10.85
307,Fort Frances,CA,2022-02-04 01:42:05,48.5999,-93.4003,-5.94,68,0,0.0
308,Spitak,AM,2022-02-04 01:42:06,40.8322,44.2673,19.04,91,98,6.64
309,Chapais,CA,2022-02-04 01:37:28,49.7834,-74.8492,-24.02,100,46,2.59
310,Pontianak,ID,2022-02-04 01:42:06,-0.0333,109.3333,76.98,88,20,5.75
311,Leningradskiy,RU,2022-02-04 01:42:06,69.3833,178.4167,-8.3,81,2,8.59
312,Boa Vista,BR,2022-02-04 01:42:07,2.8197,-60.6733,84.18,54,0,12.66
313,Bud,US,2022-02-04 01:42:07,39.447,-86.1758,21.31,92,100,17.11
314,Xucheng,CN,2022-02-04 01:42:07,20.35,110.1288,56.1,86,100,11.54
315,Hanstholm,DK,2022-02-04 01:42:08,57.1167,8.6167,43.75,92,100,23.76
316,Nicoya,CR,2022-02-04 01:42:08,10.1483,-85.452,80.15,72,6,0.98
317,Chalmette,US,2022-02-04 01:42:08,29.9427,-89.9634,53.13,83,100,8.99
318,Sandakan,MY,2022-02-04 01:42:09,5.8402,118.1179,83.88,74,40,5.99
319,Lipari,IT,2022-02-04 01:42:09,38.4674,14.954,51.22,48,13,5.06
320,Karratha,AU,2022-02-04 01:42:09,-20.7377,116.8463,91.8,43,82,10.27
321,Batagay-Alyta,RU,2022-02-04 01:42:10,67.8006,130.4114,-18.18,97,99,2.89
322,Tautira,PF,2022-02-04 01:43:10,-17.7333,-149.15,87.82,76,42,15.41
323,Itaituba,BR,2022-02-04 01:43:10,-4.2761,-55.9836,73.56,92,49,1.34
324,Sylacauga,US,2022-02-04 01:43:11,33.1732,-86.2516,66.42,100,100,8.05
325,Moerai,PF,2022-02-04 01:43:11,-22.4333,-151.3333,79.61,76,99,14.61
326,General Roca,AR,2022-02-04 01:43:11,-39.0333,-67.5833,72.0,44,100,18.81
327,Faanui,PF,2022-02-04 01:43:12,-16.4833,-151.75,81.23,70,1,15.1
328,Ushtobe,KZ,2022-02-04 01:43:12,45.2514,77.9838,15.93,91,78,5.68
329,Tilichiki,RU,2022-02-04 01:43:12,60.4667,166.1,3.99,76,100,10.49
330,Manokwari,ID,2022-02-04 01:40:16,-0.8667,134.0833,80.91,76,96,3.94
331,Vanavara,RU,2022-02-04 01:43:13,60.34,102.2797,10.67,94,100,8.72
332,Fenoarivo,MG,2022-02-04 01:43:13,-18.933,47.4354,66.27,77,20,8.05
333,Kudahuvadhoo,MV,2022-02-04 01:42:50,2.6708,72.8944,80.98,72,2,10.76
334,Kazerun,IR,2022-02-04 01:43:14,29.6195,51.6541,54.79,27,0,3.13
335,Alofi,NU,2022-02-04 01:43:14,-19.0595,-169.9187,80.49,83,100,5.75
336,Tambovka,RU,2022-02-04 01:43:15,50.0969,128.0489,-0.09,88,18,8.28
337,Sao Jose Da Coroa Grande,BR,2022-02-04 01:43:15,-8.8978,-35.1478,78.98,75,90,8.9
338,Rocha,UY,2022-02-04 01:43:15,-34.4833,-54.3333,70.07,98,100,2.35
339,Salalah,OM,2022-02-04 01:40:43,17.0151,54.0924,68.09,83,0,3.44
340,Siderno,IT,2022-02-04 01:43:16,38.2779,16.302,52.18,75,69,8.3
341,Hwange,ZW,2022-02-04 01:43:16,-18.3693,26.5019,67.84,90,53,1.57
342,Berdigestyakh,RU,2022-02-04 01:43:16,62.0989,126.6992,-18.35,95,99,5.68
343,Petropavlovsk-Kamchatskiy,RU,2022-02-04 01:43:11,53.0452,158.6483,30.79,43,75,11.18
344,Labuhan,ID,2022-02-04 01:43:17,-6.8844,112.2051,81.81,76,80,5.46
345,San Quintin,MX,2022-02-04 01:43:17,30.4833,-115.95,57.42,62,0,4.14
346,Pakokku,MM,2022-02-04 01:43:17,21.3333,95.1,65.07,54,0,9.26
347,Krasnoarmeysk,RU,2022-02-04 01:43:18,51.0239,45.6969,32.16,99,100,9.51
348,Coahuayana,MX,2022-02-04 01:43:18,18.7333,-103.6833,81.88,78,7,0.13
349,Isangel,VU,2022-02-04 01:43:18,-19.55,169.2667,84.31,84,100,4.61
350,Eyl,SO,2022-02-04 01:43:19,7.9803,49.8164,68.9,74,1,10.49
351,Batsfjord,NO,2022-02-04 01:43:19,70.6345,29.7185,20.3,89,100,8.23
352,Le Port,RE,2022-02-04 01:43:20,-20.9373,55.2919,80.56,87,100,28.97
353,Bose,IT,2022-02-04 01:40:07,45.4612,8.0137,42.73,82,5,3.4
354,Kutum,SD,2022-02-04 01:43:20,14.2,24.6667,57.16,15,0,12.62
355,Jinchang,CN,2022-02-04 01:43:20,38.4953,102.1739,18.93,32,55,2.51
356,Beloha,MG,2022-02-04 01:43:21,-25.1667,45.05,71.2,93,6,10.11
357,West Wendover,US,2022-02-04 01:43:21,40.7391,-114.0733,26.49,56,49,2.66
358,Maraa,BR,2022-02-04 01:43:21,-1.8333,-65.3667,72.64,98,79,0.6
359,Winnemucca,US,2022-02-04 01:43:22,40.973,-117.7357,39.25,41,0,6.91
360,Valparaiso,CL,2022-02-04 01:41:58,-33.0393,-71.6273,63.52,82,0,0.0
361,Moose Factory,CA,2022-02-04 01:43:22,51.2585,-80.6094,-13.02,58,0,6.91
362,Warri,NG,2022-02-04 01:43:23,5.5167,5.75,77.07,85,82,2.48
363,Mitsamiouli,KM,2022-02-04 01:43:23,-11.3847,43.2844,82.0,76,100,9.8
364,Powell River,CA,2022-02-04 01:43:23,49.8496,-124.5361,41.27,100,100,2.3
365,Halifax,CA,2022-02-04 01:39:57,44.6453,-63.5724,40.89,98,100,1.99
366,Arlit,NE,2022-02-04 01:43:24,18.7369,7.3853,55.2,20,6,7.78
367,Rjukan,NO,2022-02-04 01:44:24,59.8789,8.5941,39.81,99,100,10.96
368,Lukulu,ZM,2022-02-04 01:44:25,-14.3707,23.242,65.41,97,100,6.8
369,Tuatapere,NZ,2022-02-04 01:44:25,-46.1333,167.6833,49.59,91,100,4.03
370,Alenquer,BR,2022-02-04 01:44:25,-1.9417,-54.7383,77.34,96,100,7.07
371,Odienne,CI,2022-02-04 01:44:26,9.51,-7.5692,68.5,15,0,3.98
372,Agadez,NE,2022-02-04 01:44:26,19.75,10.25,49.68,31,0,10.71
373,Amuntai,ID,2022-02-04 01:44:26,-2.4177,115.2494,82.29,76,100,1.03
374,Sept-Iles,CA,2022-02-04 01:44:27,50.2001,-66.3821,6.06,61,75,10.0
375,Karasjok,NO,2022-02-04 01:44:27,69.4719,25.5112,6.91,98,96,4.92
376,Verkhnevilyuysk,RU,2022-02-04 01:44:27,63.4453,120.3167,-23.04,99,69,3.67
377,Zyryanka,RU,2022-02-04 01:44:28,65.75,150.85,-23.62,99,100,4.85
378,Fortuna,US,2022-02-04 01:44:28,40.5982,-124.1573,50.34,90,0,8.05
379,Aksarka,RU,2022-02-04 01:41:25,66.5606,67.7975,-13.29,100,99,1.23
380,Skjervoy,NO,2022-02-04 01:44:29,70.0311,20.9714,19.24,74,53,32.64
381,Gizo,SB,2022-02-04 01:44:29,-8.103,156.8419,81.52,78,100,11.34
382,Baruun-Urt,MN,2022-02-04 01:44:29,46.6806,113.2792,-5.67,87,5,6.51
383,Kangaatsiaq,GL,2022-02-04 01:44:30,68.3065,-53.4641,13.1,77,100,30.02
384,Vila Do Maio,CV,2022-02-04 01:44:30,15.1333,-23.2167,70.59,78,0,15.5
385,Sokoni,TZ,2022-02-04 01:44:30,-6.4333,39.55,80.89,79,100,11.21
386,Urubicha,BO,2022-02-04 01:44:31,-15.3833,-62.95,72.39,98,79,3.38
387,Nanakuli,US,2022-02-04 01:44:31,21.3906,-158.1547,82.35,46,0,14.97
388,Kattivakkam,IN,2022-02-04 01:44:31,13.2167,80.3167,75.29,86,40,8.08
389,Sandnessjoen,NO,2022-02-04 01:44:32,66.0217,12.6316,30.18,93,100,11.99
390,Acarau,BR,2022-02-04 01:44:32,-2.8856,-40.12,78.8,83,81,12.39
391,Stillwater,US,2022-02-04 01:42:29,36.1156,-97.0584,18.01,85,100,4.0
392,Pauini,BR,2022-02-04 01:44:33,-7.7136,-66.9764,73.02,98,88,1.83
393,Stepnyak,KZ,2022-02-04 01:44:33,52.8339,70.7803,8.92,81,63,12.57
394,Fort Walton Beach,US,2022-02-04 01:44:33,30.4058,-86.6188,72.25,92,100,8.99
395,Omsukchan,RU,2022-02-04 01:44:34,62.5333,155.8,-5.76,75,11,9.15
396,Besikduzu,TR,2022-02-04 01:44:34,41.052,39.2284,49.89,89,100,12.19
397,Gold Coast,AU,2022-02-04 01:41:43,-28.0,153.4333,84.16,67,40,11.01
398,Auki,SB,2022-02-04 01:44:06,-8.7676,160.7034,76.3,95,100,9.08
399,Port-Gentil,GA,2022-02-04 01:44:35,-0.7193,8.7815,79.66,79,100,6.8
400,Poum,NC,2022-02-04 01:43:15,-20.2333,164.0167,82.51,84,84,15.39
401,Kalemie,CD,2022-02-04 01:44:35,-5.9475,29.1947,68.97,91,100,8.05
402,Carnot,CF,2022-02-04 01:44:35,4.9409,15.8665,65.03,33,27,3.02
403,Urusha,RU,2022-02-04 01:44:36,54.05,122.9,1.0,62,78,7.34
404,Darab,IR,2022-02-04 01:44:36,28.7519,54.5444,49.84,26,0,0.22
405,Yushu,CN,2022-02-04 01:44:27,44.8,126.5333,2.53,83,91,5.61
406,Novokayakent,RU,2022-02-04 01:44:37,42.3937,47.9861,35.65,83,100,3.2
407,Kuandian,CN,2022-02-04 01:44:37,40.7286,124.7847,12.11,48,0,8.48
408,Sorong,ID,2022-02-04 01:44:37,-0.8833,131.25,84.27,72,78,8.66
409,Manaure,CO,2022-02-04 01:44:38,11.7751,-72.4445,78.37,79,3,18.54
410,Wajima,JP,2022-02-04 01:44:38,37.4,136.9,32.68,100,75,1.14
411,Ternate,ID,2022-02-04 01:44:38,0.8,127.4,83.28,70,100,3.56
412,Banda Aceh,ID,2022-02-04 01:45:39,5.5577,95.3222,81.25,73,63,8.57
413,Narsaq,GL,2022-02-04 01:45:39,60.9167,-46.05,26.82,97,100,7.7
414,Puyang,CN,2022-02-04 01:45:39,29.4603,119.8861,38.59,96,100,2.75
415,Dauriya,RU,2022-02-04 01:45:40,49.9333,116.8667,-14.19,94,43,3.51
416,Ixtapa,MX,2022-02-04 01:45:40,20.7,-105.2,74.43,64,75,8.05
417,Katobu,ID,2022-02-04 01:45:40,-4.9408,122.5276,86.27,62,90,7.78
418,Cap-Aux-Meules,CA,2022-02-04 01:45:41,47.3821,-61.8597,26.65,93,100,21.85
419,Ponta Delgada,PT,2022-02-04 01:45:41,37.7333,-25.6667,60.49,77,20,12.66
420,Yaritagua,VE,2022-02-04 01:45:41,10.08,-69.1261,71.51,90,71,5.06
421,Mamallapuram,IN,2022-02-04 01:45:42,12.6264,80.1722,75.25,76,7,6.15
422,Pincher Creek,CA,2022-02-04 01:45:42,49.4833,-113.952,8.96,82,0,9.22
423,Wabag,PG,2022-02-04 01:45:43,-5.4781,143.7021,70.02,56,100,4.25
424,Namatanai,PG,2022-02-04 01:45:43,-3.6667,152.4333,84.51,68,90,10.83
425,Takoradi,GH,2022-02-04 01:45:43,4.8845,-1.7554,78.64,84,4,6.4
426,Muzhi,RU,2022-02-04 01:45:44,65.3667,64.6667,-2.97,98,100,3.18
427,Saurimo,AO,2022-02-04 01:45:44,-9.6608,20.3916,62.76,99,100,3.27
428,Tairua,NZ,2022-02-04 01:45:44,-37.0167,175.85,75.09,64,1,11.81
429,Foz Do Iguacu,BR,2022-02-04 01:43:04,-25.5478,-54.5881,77.92,94,75,5.75
430,Ayan,RU,2022-02-04 01:45:45,56.45,138.1667,-2.52,68,95,14.7
431,Atar,MR,2022-02-04 01:44:28,20.5169,-13.0499,66.88,15,0,7.61
432,Maiduguri,NG,2022-02-04 01:45:45,11.8464,13.1603,61.25,40,54,8.66
433,Amla,IN,2022-02-04 01:45:46,21.9333,78.1167,51.8,53,1,3.47
434,Iquique,CL,2022-02-04 01:45:23,-20.2208,-70.1431,68.04,75,46,1.12
435,Cao Bang,VN,2022-02-04 01:42:11,22.6667,106.25,53.38,71,67,1.14
436,Lata,PT,2022-02-04 01:45:46,40.1629,-8.3327,49.08,95,98,1.28
437,Tateyama,JP,2022-02-04 01:45:46,34.9833,139.8667,47.14,60,100,8.88
438,Yaan,NG,2022-02-04 01:45:47,7.3833,8.5667,77.9,13,13,9.08
439,Angoche,MZ,2022-02-04 01:42:26,-16.2325,39.9086,74.68,90,100,5.59
440,Yar-Sale,RU,2022-02-04 01:44:27,66.8333,70.8333,-4.23,99,99,5.35
441,Santa Cruz Cabralia,BR,2022-02-04 01:45:47,-16.2781,-39.0247,80.83,83,20,8.05
442,Malanje,AO,2022-02-04 01:45:48,-9.5402,16.341,62.51,92,100,1.48
443,Kribi,CM,2022-02-04 01:45:48,2.95,9.9167,78.71,80,100,4.74
444,Vicuna,CL,2022-02-04 01:45:49,-30.0319,-70.7081,71.76,65,1,2.06
445,Padang,ID,2022-02-04 01:45:49,-0.9492,100.3543,77.05,73,92,1.66
446,Bilibino,RU,2022-02-04 01:45:49,68.0546,166.4372,-3.51,68,0,3.67
447,Puerto Escondido,MX,2022-02-04 01:45:50,15.85,-97.0667,79.63,73,0,0.0
448,Tecoanapa,MX,2022-02-04 01:44:08,16.5167,-98.75,75.83,69,0,5.23
449,Suleja,NG,2022-02-04 01:45:50,9.1758,7.1808,73.17,14,12,7.25
450,San Ramon,US,2022-02-04 01:45:51,37.7799,-121.978,58.59,51,0,10.36
451,Zabol,AF,2022-02-04 01:45:51,32.25,67.25,29.86,64,0,5.82
452,Rivadavia,AR,2022-02-04 01:45:51,-33.1905,-68.4608,73.87,58,31,16.62
453,Dudinka,RU,2022-02-04 01:45:52,69.4058,86.1778,-21.91,100,65,4.0
454,Inverell,AU,2022-02-04 01:45:52,-29.7833,151.1167,79.66,53,14,8.01
455,Pilibhit,IN,2022-02-04 01:45:52,28.6333,79.8,53.04,94,100,10.0
456,Drezdenko,PL,2022-02-04 01:45:53,52.8383,15.8308,45.64,97,100,6.58
457,Tura,IN,2022-02-04 01:43:01,25.5198,90.2201,60.22,69,100,1.63
458,Sabang,ID,2022-02-04 01:46:53,5.8933,95.3214,82.29,71,87,14.03
459,Brae,GB,2022-02-04 01:46:54,60.3964,-1.353,39.11,51,100,30.0
460,Leh,IN,2022-02-04 01:46:54,34.1667,77.5833,3.38,97,100,1.79
461,Dunedin,NZ,2022-02-04 01:44:17,-45.8742,170.5036,50.7,95,100,4.7
462,Port Blair,IN,2022-02-04 01:46:54,11.6667,92.75,77.41,72,12,7.31
463,Hasaki,JP,2022-02-04 01:46:55,35.7333,140.8333,43.29,55,100,9.55
464,Athabasca,CA,2022-02-04 01:46:06,54.7169,-113.2854,-9.58,92,100,4.85
465,Parrita,CR,2022-02-04 01:46:55,9.5201,-84.3225,82.17,79,1,2.06
466,Dhariwal,IN,2022-02-04 01:46:56,31.9542,75.3192,42.39,96,100,1.74
467,Cozumel,MX,2022-02-04 01:46:56,20.5083,-86.9458,78.78,86,0,1.01
468,Niquero,CU,2022-02-04 01:46:56,20.0431,-77.5828,76.05,79,38,9.82
469,Partizansk,RU,2022-02-04 01:46:57,43.1258,133.1339,11.71,51,51,8.3
470,Monrovia,LR,2022-02-04 01:45:17,6.3005,-10.7969,77.99,86,4,4.74
471,Bandarbeyla,SO,2022-02-04 01:46:57,9.4942,50.8122,72.34,72,6,12.33
472,Kimbe,PG,2022-02-04 01:46:57,-5.5502,150.1429,85.48,67,100,10.8
473,Cervo,ES,2022-02-04 01:46:58,43.6702,-7.4101,52.2,80,100,7.58
474,Ugoofaaru,MV,2022-02-04 01:46:58,5.6667,73.0,80.65,74,74,8.7
475,Sungairaya,ID,2022-02-04 01:46:58,0.7,108.9,81.19,78,99,3.2
476,Jalu,LY,2022-02-04 01:46:59,29.0331,21.5482,50.16,60,6,12.62
477,Pavlodar,KZ,2022-02-04 01:45:28,52.3,76.95,-7.8,84,0,6.71
478,Kajaani,FI,2022-02-04 01:47:00,64.2273,27.7285,-2.15,84,100,2.3
479,Pringsewu,ID,2022-02-04 01:47:00,-5.3582,104.9744,79.72,84,80,3.47
480,Gasa,PS,2022-02-04 01:47:01,31.5,34.4667,51.91,63,3,16.28
481,Margate,GB,2022-02-04 01:47:01,51.3813,1.3862,48.96,83,100,20.92
482,Tucurui,BR,2022-02-04 01:47:02,-3.7661,-49.6725,73.67,97,100,3.8
483,Kimberley,ZA,2022-02-04 01:47:02,-28.7323,24.7623,60.49,94,70,1.14
484,Moron,AR,2022-02-04 01:45:10,-34.6534,-58.6198,73.98,87,0,4.61
485,Honiara,SB,2022-02-04 01:47:02,-9.4333,159.95,77.85,96,100,15.1
486,Ibi,ES,2022-02-04 01:45:10,38.6253,-0.5723,54.01,46,8,6.06
487,Marzuq,YE,2022-02-04 01:47:03,14.4,46.4667,58.24,31,4,2.42
488,Korla,CN,2022-02-04 01:47:03,41.7597,86.1469,25.11,45,100,6.87
489,Kitgum,UG,2022-02-04 01:47:04,3.2783,32.8867,71.65,48,84,2.42
490,Duncan,US,2022-02-04 01:47:04,34.5023,-97.9578,16.36,75,100,19.57
491,Cherskiy,RU,2022-02-04 01:47:04,68.75,161.3,-28.08,98,21,3.65
492,Somerset West,ZA,2022-02-04 01:47:05,-34.084,18.8211,62.22,77,33,7.0
493,Inirida,CO,2022-02-04 01:47:05,3.8653,-67.9239,73.35,90,47,1.39
494,Sao Felix Do Xingu,BR,2022-02-04 01:47:05,-6.6447,-51.995,71.56,92,5,1.68
495,Plavsk,RU,2022-02-04 01:47:06,53.7094,37.2919,6.53,97,99,3.29
496,Akdepe,TM,2022-02-04 01:47:06,42.0551,59.3788,33.89,63,100,15.68
497,Kisangani,CD,2022-02-04 01:47:06,0.5167,25.2,69.33,91,100,1.99
498,Harper,LR,2022-02-04 01:45:49,4.375,-7.7169,77.81,84,13,3.56
499,Borba,BR,2022-02-04 01:47:07,-4.3878,-59.5939,73.24,97,47,1.45
500,Lagos,NG,2022-02-04 01:47:07,6.5833,3.75,74.64,93,5,1.52
501,Ouadda,CF,2022-02-04 01:47:08,8.0777,22.4007,67.8,24,52,5.46
502,Ravar,IR,2022-02-04 01:47:08,31.2656,56.8055,47.08,27,0,1.95
503,Luqiao,CN,2022-02-04 01:47:08,28.5808,121.3772,45.01,81,93,9.31
504,Saint Anthony,US,2022-02-04 01:47:09,45.0205,-93.218,1.29,63,0,1.99
505,Amet,IN,2022-02-04 01:48:09,25.3,73.9333,51.42,43,0,4.41
506,Urengoy,RU,2022-02-04 01:48:09,65.9667,78.3667,4.73,97,100,5.57
507,Petauke,ZM,2022-02-04 01:48:10,-14.2426,31.3253,65.52,95,95,2.01
508,Antsohihy,MG,2022-02-04 01:48:10,-14.8796,47.9875,72.41,98,100,3.13
509,Macau,MO,2022-02-04 01:48:11,22.2006,113.5461,58.06,76,40,20.71
510,Ostrovnoy,RU,2022-02-04 01:48:11,68.0531,39.5131,14.11,94,100,3.91
511,Sibolga,ID,2022-02-04 01:48:11,1.7427,98.7792,79.65,77,49,1.14
512,Nouadhibou,MR,2022-02-04 01:46:29,20.931,-17.0347,73.38,33,5,10.36
513,Chumikan,RU,2022-02-04 01:48:12,54.7183,135.315,0.52,82,100,15.52
514,Ossora,RU,2022-02-04 01:48:12,59.2353,163.0719,15.06,81,100,9.91
515,Lieksa,FI,2022-02-04 01:48:13,63.3167,30.0167,-0.85,100,94,3.56
516,Paita,PE,2022-02-04 01:48:13,-5.0892,-81.1144,72.09,81,41,15.26
517,Golyshmanovo,RU,2022-02-04 01:48:13,56.3979,68.3728,23.86,86,100,16.53
518,Bambous Virieux,MU,2022-02-04 01:45:32,-20.3428,57.7575,80.85,89,75,25.32
519,Egvekinot,RU,2022-02-04 01:48:14,66.3167,-179.1667,-6.97,75,1,18.88
520,Rio Rancho,US,2022-02-04 01:43:48,35.2334,-106.6645,22.96,65,0,1.01
521,Mhlambanyatsi,SZ,2022-02-04 01:47:27,-26.45,31.0167,64.72,99,99,0.78
522,Bangassou,CF,2022-02-04 01:48:15,4.7413,22.8184,75.72,31,100,0.74
523,Kasongo-Lunda,CD,2022-02-04 01:48:15,-6.4667,16.8167,69.3,98,100,0.78
524,Pangnirtung,CA,2022-02-04 01:48:15,66.1451,-65.7125,-13.38,99,100,4.59
525,Doha,QA,2022-02-04 01:45:49,25.2867,51.5333,60.78,85,0,0.0
526,Steinkjer,NO,2022-02-04 01:48:16,64.193,11.3851,26.51,79,100,11.5
527,Hambantota,LK,2022-02-04 01:48:16,6.1241,81.1185,70.14,100,20,1.14
528,Cumra,TR,2022-02-04 01:48:17,37.5732,32.7745,33.94,97,100,6.89
529,Yumen,CN,2022-02-04 01:44:26,40.2833,97.2,15.01,35,79,9.51
530,Rock Sound,BS,2022-02-04 01:48:17,24.9,-76.2,74.37,63,64,18.45
531,Manado,ID,2022-02-04 01:48:17,1.487,124.8455,79.57,89,40,3.44
532,Nuevo Casas Grandes,MX,2022-02-04 01:48:18,30.4167,-107.9167,34.75,63,0,1.99
533,Sao Joao Da Barra,BR,2022-02-04 01:47:38,-21.6403,-41.0511,73.78,96,97,5.79
534,Flin Flon,CA,2022-02-04 01:48:18,54.7682,-101.865,-17.39,96,42,5.32
535,Bad Berleburg,DE,2022-02-04 01:48:19,51.05,8.4,39.42,95,100,8.68
536,Praia Da Vitoria,PT,2022-02-04 01:48:19,38.7333,-27.0667,57.45,88,20,13.2
537,Buin,CL,2022-02-04 01:44:10,-33.7333,-70.75,71.87,68,0,3.42
538,Coxim,BR,2022-02-04 01:47:17,-18.5067,-54.76,76.01,89,100,3.49
539,Plettenberg Bay,ZA,2022-02-04 01:48:20,-34.0527,23.3716,63.77,81,100,6.33
540,Conceicao Do Araguaia,BR,2022-02-04 01:48:20,-8.2578,-49.2647,73.83,93,55,3.15
541,Long,TH,2022-02-04 01:48:20,18.0761,99.8326,76.93,60,32,1.7
542,Komsomolskiy,UZ,2022-02-04 01:48:11,40.4272,71.7189,31.42,86,2,4.61
543,Kidal,ML,2022-02-04 01:48:21,18.4411,1.4078,58.41,16,0,14.92
544,Urla,TR,2022-02-04 01:48:21,38.3229,26.764,47.21,75,32,24.99
545,Ogbomosho,NG,2022-02-04 01:48:22,8.133,4.25,72.12,26,0,0.81
546,Nizhneangarsk,RU,2022-02-04 01:48:22,55.7833,109.55,-3.95,94,100,2.3
547,Rio Claro,BR,2022-02-04 01:48:22,-22.4114,-47.5614,73.4,95,99,1.68
548,Broken Hill,AU,2022-02-04 01:48:23,-31.95,141.4333,69.51,35,0,17.27
549,Kloulklubed,PW,2022-02-04 01:46:08,7.0419,134.2556,84.7,76,30,22.15
550,Nuuk,GL,2022-02-04 01:48:07,64.1835,-51.7216,14.61,79,75,5.75
